20,TCP,192.168.137.84,142.251.12.188,56086,5228,LAPTOP-54PG1OGH.mshome.net,se-in-f188.1e100.net,,105,101 Bytes,"4,918 Bytes",0.0 KB/Sec,11/7/2022 4:33:49 PM:627,11/7/2022 5:12:06 PM:646,00:38:17.018,,,,
21,TCP,192.168.137.84,23.58.41.121,56288,443,LAPTOP-54PG1OGH.mshome.net,a23-58-41-121.deploy.static.akamaitechnologies.com,https,73,"10,210 Bytes","13,447 Bytes",0.0 KB/Sec,11/7/2022 4:33:51 PM:156,11/7/2022 4:54:31 PM:351,00:20:40.194,,,,
22,UDP,192.168.137.84,192.168.137.1,52855,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,290 Bytes,479 Bytes,3.0 KB/Sec,11/7/2022 4:33:54 PM:220,11/7/2022 4:33:54 PM:316,00:00:00.095,,,,
23,UDP,192.168.137.84,142.250.183.138,63539,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,30,"12,688 Bytes","14,806 Bytes",46.8 KB/Sec,11/7/2022 4:33:54 PM:319,11/7/2022 4:33:54 PM:586,00:00:00.266,,,,
24,TCP,192.168.137.84,142.250.183.138,56317,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,22,"11,425 Bytes","12,886 Bytes",0.1 KB/Sec,11/7/2022 4:33:54 PM:391,11/7/2022 4:35:36 PM:890,00:01:42.499,,,,
25,UDP,192.168.137.84,142.250.183.138,52421,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,31,"15,632 Bytes","17,778 Bytes",26.4 KB/Sec,11/7/2022 4:33:54 PM:529,11/7/2022 4:33:55 PM:107,00:00:00.578,,,,
26,TCP,192.168.137.84,142.250.183.138,56318,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,23,"11,426 Bytes","12,927 Bytes",0.1 KB/Sec,11/7/2022 4:33:54 PM:628,11/7/2022 4:35:36 PM:889,00:01:42.260,,,,
27,TCP,192.168.137.84,20.198.118.190,56050,443,LAPTOP-54PG1OGH.mshome.net,,https,19,"1,460 Bytes","2,361 Bytes",0.0 KB/Sec,11/7/2022 4:34:02 PM:071,11/7/2022 5:12:07 PM:138,00:38:05.066,,,,
28,UDP,192.168.137.84,192.168.137.1,49845,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,145 Bytes,278 Bytes,9.4 KB/Sec,11/7/2022 4:34:19 PM:485,11/7/2022 4:34:19 PM:511,00:00:00.025,,,,
29,UDP,192.168.137.84,172.217.174.234,54048,443,LAPTOP-54PG1OGH.mshome.net,signaler-pa.clients6.google.com,https,31,"6,576 Bytes","8,722 Bytes",2.3 KB/Sec,11/7/2022 4:34:19 PM:516,11/7/2022 4:34:22 PM:366,00:00:02.849,,,,
30,UDP,192.168.137.84,192.168.137.1,62087,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,254 Bytes,384 Bytes,8.0 KB/Sec,11/7/2022 4:34:23 PM:557,11/7/2022 4:34:23 PM:585,00:00:00.028,,,,
31,TCP,192.168.137.84,13.227.138.120,56319,443,LAPTOP-54PG1OGH.mshome.net,d20wxjqjgi3st.cloudfront.net,https,34,"3,057 Bytes","5,034 Bytes",0.0 KB/Sec,11/7/2022 4:34:23 PM:645,11/7/2022 4:38:24 PM:638,00:04:00.992,,,,
32,UDP,192.168.137.84,192.168.137.1,53921,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,103 Bytes,222 Bytes,2.1 KB/Sec,11/7/2022 4:34:25 PM:554,11/7/2022 4:34:25 PM:594,00:00:00.039,,,,
33,UDP,192.168.137.84,34.107.254.252,52095,443,LAPTOP-54PG1OGH.mshome.net,api.permutive.com,https,33,"13,851 Bytes","16,053 Bytes",9.2 KB/Sec,11/7/2022 4:34:25 PM:594,11/7/2022 4:34:27 PM:072,00:00:01.477,,,,
34,TCP,192.168.137.84,34.107.254.252,56320,443,LAPTOP-54PG1OGH.mshome.net,api.permutive.com,https,12,"1,454 Bytes","2,577 Bytes",0.0 KB/Sec,11/7/2022 4:34:25 PM:691,11/7/2022 4:35:36 PM:889,00:01:11.198,,,,
35,UDP,192.168.137.84,192.168.137.1,61374,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,97 Bytes,214 Bytes,5.9 KB/Sec,11/7/2022 4:34:31 PM:539,11/7/2022 4:34:31 PM:545,00:00:00.006,,,,
36,UDP,192.168.137.84,172.217.167.174,52619,443,LAPTOP-54PG1OGH.mshome.net,bom12s01-in-f14.1e100.net,https,"1,848","1,599,517 Bytes","1,652,539 Bytes",10.7 KB/Sec,11/7/2022 4:34:31 PM:564,11/7/2022 4:36:57 PM:067,00:02:25.502,,,,
37,UDP,192.168.137.84,192.168.137.1,54104,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,211 Bytes,344 Bytes,6.6 KB/Sec,11/7/2022 4:34:36 PM:320,11/7/2022 4:34:36 PM:346,00:00:00.026,,,,
38,TCP,192.168.137.84,35.197.154.200,56321,443,LAPTOP-54PG1OGH.mshome.net,rest.gti.mcafee.akadns.net,https,27,"8,861 Bytes","10,530 Bytes",0.0 KB/Sec,11/7/2022 4:34:36 PM:454,11/7/2022 4:38:29 PM:885,00:03:53.431,,,,
39,UDP,192.168.137.84,192.168.137.1,56722,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,112 Bytes,234 Bytes,3.5 KB/Sec,11/7/2022 4:34:37 PM:227,11/7/2022 4:34:37 PM:259,00:00:00.032,,,,
40,UDP,192.168.137.84,142.250.183.138,63397,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,30,"13,007 Bytes","15,125 Bytes",54.1 KB/Sec,11/7/2022 4:34:37 PM:259,11/7/2022 4:34:37 PM:493,00:00:00.233,,,,
41,TCP,192.168.137.84,142.250.183.138,56322,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,23,"6,257 Bytes","7,782 Bytes",0.0 KB/Sec,11/7/2022 4:34:37 PM:324,11/7/2022 4:38:29 PM:908,00:03:52.584,,,,
42,UDP,192.168.137.84,192.168.137.1,50449,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,103 Bytes,222 Bytes,,11/7/2022 4:34:37 PM:465,11/7/2022 4:34:37 PM:476,00:00:00.010,,,,
43,UDP,192.168.137.84,142.250.183.3,57472,443,LAPTOP-54PG1OGH.mshome.net,fonts.gstatic.com,https,16,"8,815 Bytes","10,541 Bytes",61.5 KB/Sec,11/7/2022 4:34:37 PM:490,11/7/2022 4:34:37 PM:620,00:00:00.129,,,,
44,UDP,192.168.137.84,192.168.137.1,61895,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,97 Bytes,214 Bytes,3.0 KB/Sec,11/7/2022 4:34:37 PM:584,11/7/2022 4:34:37 PM:609,00:00:00.025,,,,
45,UDP,192.168.137.84,216.58.203.35,57311,443,LAPTOP-54PG1OGH.mshome.net,ssl.gstatic.com,https,68,"16,734 Bytes","19,916 Bytes",0.6 KB/Sec,11/7/2022 4:34:37 PM:618,11/7/2022 4:35:04 PM:712,00:00:27.093,,,,
46,UDP,192.168.137.84,192.168.137.1,64287,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,397 Bytes,514 Bytes,24.2 KB/Sec,11/7/2022 4:34:42 PM:309,11/7/2022 4:34:42 PM:321,00:00:00.012,,,,
47,TCP,192.168.137.84,142.250.182.238,56323,443,LAPTOP-54PG1OGH.mshome.net,youtube-ui.l.google.com,https,15,"3,363 Bytes","4,604 Bytes",14.0 KB/Sec,11/7/2022 4:34:42 PM:350,11/7/2022 4:34:42 PM:586,00:00:00.235,,,,
48,UDP,192.168.137.84,192.168.137.1,55577,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,302 Bytes,475 Bytes,3.1 KB/Sec,11/7/2022 4:34:48 PM:723,11/7/2022 4:34:48 PM:822,00:00:00.099,,,,
49,UDP,192.168.137.84,192.168.137.1,62954,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,182 Bytes,304 Bytes,5.7 KB/Sec,11/7/2022 4:34:48 PM:754,11/7/2022 4:34:48 PM:782,00:00:00.028,,,,
50,UDP,192.168.137.84,172.217.160.195,62208,443,LAPTOP-54PG1OGH.mshome.net,beacons-handoff.gcp.gvt2.com,https,17,"6,948 Bytes","8,702 Bytes",27.1 KB/Sec,11/7/2022 4:34:48 PM:822,11/7/2022 4:34:49 PM:064,00:00:00.242,,,,
51,TCP,192.168.137.84,45.60.79.225,56324,443,LAPTOP-54PG1OGH.mshome.net,jq5o3.x.incapdns.net,https,94,"62,332 Bytes","66,776 Bytes",0.3 KB/Sec,11/7/2022 4:34:48 PM:894,11/7/2022 4:38:49 PM:264,00:04:00.370,,,,
52,UDP,192.168.137.84,142.250.66.14,49591,443,LAPTOP-54PG1OGH.mshome.net,bom07s35-in-f14.1e100.net,https,"1,375","676,217 Bytes","715,995 Bytes",11.1 KB/Sec,11/7/2022 4:34:56 PM:091,11/7/2022 4:35:55 PM:653,00:00:59.561,,,,
53,UDP,192.168.137.84,239.255.255.250,53488,1900,LAPTOP-54PG1OGH.mshome.net,,ssdp,8,"1,400 Bytes","1,827 Bytes",0.4 KB/Sec,11/7/2022 4:35:01 PM:741,11/7/2022 4:35:04 PM:785,00:00:03.043,,,,
54,UDP,192.168.137.84,239.255.255.250,60658,1900,LAPTOP-54PG1OGH.mshome.net,,ssdp,8,"1,400 Bytes","1,827 Bytes",0.5 KB/Sec,11/7/2022 4:35:02 PM:504,11/7/2022 4:35:05 PM:523,00:00:03.018,,,,
55,UDP,192.168.137.84,192.168.137.1,51165,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,145 Bytes,278 Bytes,,11/7/2022 4:35:09 PM:988,11/7/2022 4:35:09 PM:991,00:00:00.003,,,,
56,UDP,192.168.137.84,142.250.183.138,55325,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,20,"7,324 Bytes","9,162 Bytes",22.9 KB/Sec,11/7/2022 4:35:10 PM:004,11/7/2022 4:35:10 PM:321,00:00:00.317,,,,
57,UDP,192.168.137.84,142.250.183.138,63599,443,LAPTOP-54PG1OGH.mshome.net,espresso-pa.clients6.google.com,https,"1,747","350,659 Bytes","400,853 Bytes",3.2 KB/Sec,11/7/2022 4:35:10 PM:292,11/7/2022 4:36:57 PM:045,00:01:46.752,,,,
58,UDP,192.168.137.84,192.168.137.1,52405,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,163 Bytes,284 Bytes,,11/7/2022 4:35:14 PM:488,11/7/2022 4:35:14 PM:492,00:00:00.003,,,,
59,UDP,192.168.137.84,172.217.174.234,49551,443,LAPTOP-54PG1OGH.mshome.net,signaler-pa.clients6.google.com,https,22,"6,287 Bytes","8,181 Bytes",15.7 KB/Sec,11/7/2022 4:35:14 PM:497,11/7/2022 4:35:14 PM:884,00:00:00.387,,,,
60,UDP,192.168.137.84,142.250.183.46,60441,443,LAPTOP-54PG1OGH.mshome.net,youtube-ui.l.google.com,https,40,"19,917 Bytes","22,315 Bytes",27.7 KB/Sec,11/7/2022 4:35:14 PM:497,11/7/2022 4:35:15 PM:189,00:00:00.692,,,,
61,TCP,192.168.137.84,35.247.144.219,56302,443,LAPTOP-54PG1OGH.mshome.net,219.144.247.35.bc.googleusercontent.com,https,7,62 Bytes,413 Bytes,0.8 KB/Sec,11/7/2022 4:35:23 PM:798,11/7/2022 4:35:23 PM:886,00:00:00.088,,,,
62,UDP,192.168.137.84,142.250.183.3,60612,443,LAPTOP-54PG1OGH.mshome.net,fonts.gstatic.com,https,13,"7,475 Bytes","9,117 Bytes",39.0 KB/Sec,11/7/2022 4:35:29 PM:437,11/7/2022 4:35:29 PM:632,00:00:00.195,,,,
63,UDP,192.168.137.84,192.168.137.1,50457,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,103 Bytes,222 Bytes,3.2 KB/Sec,11/7/2022 4:35:34 PM:432,11/7/2022 4:35:34 PM:457,00:00:00.025,,,,
64,UDP,192.168.137.84,172.217.160.99,62280,443,LAPTOP-54PG1OGH.mshome.net,beacons2.gvt2.com,https,21,"10,621 Bytes","12,487 Bytes",17.9 KB/Sec,11/7/2022 4:35:34 PM:469,11/7/2022 4:35:35 PM:049,00:00:00.579,,,,
65,UDP,192.168.137.84,172.217.160.195,58154,443,LAPTOP-54PG1OGH.mshome.net,beacons-handoff.gcp.gvt2.com,https,21,"8,918 Bytes","10,784 Bytes",31.0 KB/Sec,11/7/2022 4:35:36 PM:491,11/7/2022 4:35:36 PM:765,00:00:00.273,,,,
66,UDP,192.168.137.84,192.168.137.1,58137,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,149 Bytes,268 Bytes,,11/7/2022 4:35:36 PM:751,11/7/2022 4:35:36 PM:751,00:00:00.000,,,,
67,UDP,192.168.137.84,142.250.77.67,56063,443,LAPTOP-54PG1OGH.mshome.net,beacons.gvt2.com,https,26,"11,558 Bytes","13,564 Bytes",45.1 KB/Sec,11/7/2022 4:35:36 PM:755,11/7/2022 4:35:37 PM:001,00:00:00.245,,,,
68,TCP,192.168.137.84,142.250.77.67,56325,443,LAPTOP-54PG1OGH.mshome.net,beacons.gvt2.com,https,20,"5,892 Bytes","7,285 Bytes",0.0 KB/Sec,11/7/2022 4:35:36 PM:891,11/7/2022 4:38:29 PM:908,00:02:53.017,,,,
69,UDP,192.168.137.84,192.168.137.1,60012,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,82 Bytes,194 Bytes,2.6 KB/Sec,11/7/2022 4:35:41 PM:524,11/7/2022 4:35:41 PM:550,00:00:00.026,,,,
70,UDP,192.168.137.84,142.250.192.46,49952,443,LAPTOP-54PG1OGH.mshome.net,google.com,https,19,"7,163 Bytes","8,973 Bytes",22.3 KB/Sec,11/7/2022 4:35:41 PM:559,11/7/2022 4:35:41 PM:865,00:00:00.306,,,,
71,UDP,192.168.137.84,192.168.137.1,56045,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,794 Bytes,967 Bytes,8.2 KB/Sec,11/7/2022 4:35:42 PM:580,11/7/2022 4:35:42 PM:680,00:00:00.100,,,,
72,TCP,192.168.137.84,142.250.207.206,56326,443,LAPTOP-54PG1OGH.mshome.net,youtube-ui.l.google.com,https,15,"4,530 Bytes","5,771 Bytes",12.3 KB/Sec,11/7/2022 4:35:42 PM:730,11/7/2022 4:35:43 PM:080,00:00:00.349,,,,
73,UDP,192.168.137.84,192.168.137.1,50830,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,194 Bytes,367 Bytes,2.4 KB/Sec,11/7/2022 4:35:47 PM:615,11/7/2022 4:35:47 PM:689,00:00:00.073,,,,
74,UDP,192.168.137.84,172.217.167.174,50341,443,LAPTOP-54PG1OGH.mshome.net,bom12s01-in-f14.1e100.net,https,23,"11,867 Bytes","13,789 Bytes",28.5 KB/Sec,11/7/2022 4:35:47 PM:690,11/7/2022 4:35:48 PM:105,00:00:00.414,,,,
75,UDP,192.168.137.84,142.250.183.46,50146,443,LAPTOP-54PG1OGH.mshome.net,youtube-ui.l.google.com,https,78,"29,683 Bytes","33,145 Bytes",5.0 KB/Sec,11/7/2022 4:35:49 PM:893,11/7/2022 4:35:55 PM:711,00:00:05.817,,,,
76,UDP,192.168.137.84,192.168.137.1,51642,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,140 Bytes,256 Bytes,4.4 KB/Sec,11/7/2022 4:35:52 PM:506,11/7/2022 4:35:52 PM:532,00:00:00.026,,,,
77,UDP,192.168.137.84,192.168.137.1,62306,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,213 Bytes,340 Bytes,6.7 KB/Sec,11/7/2022 4:35:52 PM:653,11/7/2022 4:35:52 PM:676,00:00:00.023,,,,
78,UDP,192.168.137.84,142.251.42.65,52248,443,LAPTOP-54PG1OGH.mshome.net,googlehosted.l.googleusercontent.com,https,77,"53,736 Bytes","57,170 Bytes",56.0 KB/Sec,11/7/2022 4:35:52 PM:693,11/7/2022 4:35:53 PM:627,00:00:00.933,,,,
79,UDP,192.168.137.84,142.250.66.14,56881,443,LAPTOP-54PG1OGH.mshome.net,bom07s35-in-f14.1e100.net,https,443,"239,741 Bytes","253,423 Bytes",19.3 KB/Sec,11/7/2022 4:35:55 PM:622,11/7/2022 4:36:07 PM:721,00:00:12.098,,,,
80,UDP,192.168.137.84,192.168.137.1,57779,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,383 Bytes,520 Bytes,,11/7/2022 4:35:56 PM:716,11/7/2022 4:35:56 PM:731,00:00:00.014,,,,
81,UDP,192.168.137.84,192.168.137.1,52941,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,200 Bytes,330 Bytes,6.3 KB/Sec,11/7/2022 4:35:56 PM:738,11/7/2022 4:35:56 PM:766,00:00:00.027,,,,
82,UDP,192.168.137.84,192.168.137.1,58193,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,159 Bytes,289 Bytes,5.0 KB/Sec,11/7/2022 4:35:56 PM:738,11/7/2022 4:35:56 PM:767,00:00:00.028,,,,
83,TCP,192.168.137.84,35.247.144.219,56330,443,LAPTOP-54PG1OGH.mshome.net,219.144.247.35.bc.googleusercontent.com,https,19,"4,111 Bytes","5,064 Bytes",0.0 KB/Sec,11/7/2022 4:35:56 PM:871,11/7/2022 4:39:08 PM:966,00:03:12.095,,,,
84,TCP,192.168.137.84,40.90.184.82,56329,443,LAPTOP-54PG1OGH.mshome.net,wd-prod-ss-as-southeast-1-fe.southeastasia.cloudapp.azure.com,https,17,"10,112 Bytes","11,349 Bytes",27.5 KB/Sec,11/7/2022 4:35:57 PM:228,11/7/2022 4:35:57 PM:583,00:00:00.355,,,,
85,UDP,192.168.137.84,192.168.137.1,57064,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,350 Bytes,482 Bytes,5.5 KB/Sec,11/7/2022 4:35:57 PM:522,11/7/2022 4:35:57 PM:581,00:00:00.058,,,,
86,TCP,192.168.137.84,40.90.184.82,56333,443,LAPTOP-54PG1OGH.mshome.net,wd-prod-ss-as-southeast-1-fe.southeastasia.cloudapp.azure.com,https,21,"12,840 Bytes","14,237 Bytes",42.4 KB/Sec,11/7/2022 4:35:57 PM:732,11/7/2022 4:35:58 PM:035,00:00:00.302,,,,
87,UDP,192.168.137.84,192.168.137.1,56861,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,480 Bytes,656 Bytes,3.8 KB/Sec,11/7/2022 4:36:00 PM:439,11/7/2022 4:36:00 PM:573,00:00:00.134,,,,
88,UDP,192.168.137.84,142.251.10.102,50623,443,LAPTOP-54PG1OGH.mshome.net,history.l.google.com,https,18,"6,131 Bytes","7,913 Bytes",6.1 KB/Sec,11/7/2022 4:36:00 PM:583,11/7/2022 4:36:01 PM:568,00:00:00.984,,,,
89,UDP,192.168.137.84,192.168.137.1,53570,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,145 Bytes,278 Bytes,,11/7/2022 4:36:02 PM:444,11/7/2022 4:36:02 PM:449,00:00:00.004,,,,
90,UDP,192.168.137.84,172.217.174.234,54639,443,LAPTOP-54PG1OGH.mshome.net,signaler-pa.clients6.google.com,https,29,"6,513 Bytes","8,603 Bytes",2.5 KB/Sec,11/7/2022 4:36:02 PM:454,11/7/2022 4:36:05 PM:001,00:00:02.547,,,,
91,UDP,192.168.137.84,142.250.66.14,64185,443,LAPTOP-54PG1OGH.mshome.net,bom07s35-in-f14.1e100.net,https,"2,094","1,189,092 Bytes","1,249,002 Bytes",23.4 KB/Sec,11/7/2022 4:36:07 PM:387,11/7/2022 4:36:57 PM:062,00:00:49.675,,,,
92,UDP,192.168.137.84,192.168.137.1,60980,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,4,506 Bytes,685 Bytes,8.0 KB/Sec,11/7/2022 4:36:33 PM:642,11/7/2022 4:36:33 PM:708,00:00:00.066,,,,
93,UDP,192.168.137.84,192.168.137.1,52817,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,253 Bytes,376 Bytes,,11/7/2022 4:36:33 PM:826,11/7/2022 4:36:33 PM:826,00:00:00.000,,,,
94,TCP,192.168.137.84,23.32.178.47,56334,443,LAPTOP-54PG1OGH.mshome.net,e7741.x.akamaiedge.net,https,16,"4,248 Bytes","5,111 Bytes",10.6 KB/Sec,11/7/2022 4:36:33 PM:983,11/7/2022 4:36:34 PM:380,00:00:00.396,,,,
95,UDP,192.168.137.84,172.217.160.99,57222,443,LAPTOP-54PG1OGH.mshome.net,beacons2.gvt2.com,https,14,"5,386 Bytes","7,056 Bytes",10.5 KB/Sec,11/7/2022 4:36:34 PM:449,11/7/2022 4:36:34 PM:940,00:00:00.491,,,,
96,UDP,192.168.137.84,192.168.137.1,54484,53,LAPTOP-54PG1OGH.mshome.net,DESKTOP-BROM922.mshome.net,domain,2,182 Bytes,304 Bytes,5.6 KB/Sec,11/7/2022 4:36:37 PM:290,11/7/2022 4:36:37 PM:318,00:00:00.027,,,,
97,UDP,192.168.137.84,172.217.160.195,60923,443,LAPTOP-54PG1OGH.mshome.net,beacons-handoff.gcp.gvt2.com,https,33,"9,123 Bytes","11,325 Bytes",7.0 KB/Sec,11/7/2022 4:36:37 PM:335,11/7/2022 4:36:38 PM:583,00:00:01.247,,,,
