Index,Protocol,Local Address,Remote Address,Local Port,Remote Port,Local Host,Remote Host,Service Name,Packets,Data Size,Total Size,Data Speed,Capture Time,Last Packet Time,Duration
63,UDP,192.168.0.191,10.0.2.15,50554,61,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",179.7 KB/Sec,10/26/2022 12:36:26 PM:853,10/26/2022 12:36:26 PM:854,00:00.0
64,UDP,192.168.0.191,10.0.2.15,50554,62,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:854,10/26/2022 12:36:26 PM:854,00:00.0
65,UDP,192.168.0.191,10.0.2.15,50554,63,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:857,10/26/2022 12:36:26 PM:858,00:00.0
66,UDP,192.168.0.191,10.0.2.15,50554,64,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:858,10/26/2022 12:36:26 PM:859,00:00.0
67,UDP,192.168.0.191,10.0.2.15,50554,65,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:860,10/26/2022 12:36:26 PM:861,00:00.0
68,UDP,192.168.0.191,10.0.2.15,50554,66,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:861,10/26/2022 12:36:26 PM:862,00:00.0
69,UDP,192.168.0.191,10.0.2.15,50554,67,Sumedha,,bootps,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:862,10/26/2022 12:36:26 PM:862,00:00.0
70,UDP,192.168.0.191,10.0.2.15,50554,68,Sumedha,,bootpc,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:863,10/26/2022 12:36:26 PM:863,00:00.0
71,UDP,192.168.0.191,10.0.2.15,50554,70,Sumedha,,gopher,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:863,10/26/2022 12:36:26 PM:864,00:00.0
72,UDP,192.168.0.191,10.0.2.15,50554,71,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:865,10/26/2022 12:36:26 PM:865,00:00.0
73,UDP,192.168.0.191,10.0.2.15,50554,72,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:865,10/26/2022 12:36:26 PM:865,00:00.0
74,UDP,192.168.0.191,10.0.2.15,50554,74,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:865,10/26/2022 12:36:26 PM:865,00:00.0
75,UDP,192.168.0.191,10.0.2.15,50554,75,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",,10/26/2022 12:36:26 PM:866,10/26/2022 12:36:26 PM:866,00:00.0
76,UDP,192.168.0.191,10.0.2.15,50554,76,Sumedha,,,2,"2,944 Bytes","4,500 Bytes",191.7 KB/Sec,10/26/2022 12:36:26 PM:868,10/26/2022 12:36:26 PM:869,00:00.0
77,UDP,192.168.0.191,10.0.2.15,50554,77,Sumedha,,,1,"1,472 Bytes","3,000 Bytes",,10/26/2022 12:36:26 PM:870,10/26/2022 12:36:26 PM:870,00:00.0
